,peak_rank,debut_rank,lifetime_peak_rank,sensationality,avg_rank_score,std_rank_score,time_on_chart,num_occurrences,rank_sum,skewness,kurtosis,spotify_popularity,top_10,top_25,top_50
38,4,0.02564102564102564,1,0.9083263907569412,0.03959220611901336,0.04542286731659555,23,37,1.1481739774513875,3.410886155972277,12.983419422651608,84.0,True,True,True
39,33,0.025,33,0.055246719131647914,0.027651515151515153,0.0026515151515151512,3,2,0.055303030303030305,0.0,-2.0,54.0,False,False,True
40,9,0.024390243902439025,8,0.941776654274376,0.05337801620273598,0.02819828175850641,33,27,0.9074262754465117,0.6167715158190331,-0.8714936715543868,82.0,True,True,True
41,20,0.023809523809523808,12,0.30839677836660195,0.035419190075622824,0.008759703646502385,24,9,0.3187727106806054,0.33611957303545265,-1.1488258270628817,53.0,False,True,True
42,33,0.023255813953488372,33,0.053507690879494696,0.026779422128259338,0.003523608174770966,3,2,0.053558844256518676,0.0,-2.0,49.0,False,False,True
43,44,0.022727272727272728,44,0.022723360437673756,0.022727272727272728,0.0,4,1,0.022727272727272728,0.0,-3.0,1.0,False,False,True
44,45,0.022222222222222223,45,0.02221856496567498,0.022222222222222223,0.0,1,1,0.022222222222222223,0.0,-3.0,0.0,False,False,True
45,16,0.021739130434782608,13,0.3599366431412214,0.03768131125867494,0.012946803291038542,39,10,0.3768131125867494,0.5497496831586675,-0.9714936744754588,66.0,False,True,True
46,15,0.02127659574468085,15,0.5129846339463131,0.03731036019033793,0.012174295501007786,21,15,0.4477243222840551,0.7630876327661386,0.48100392770405254,68.0,False,True,True
47,30,0.020833333333333332,5,0.18912319202235017,0.018954927402142656,0.006607463471363925,11,10,0.17059434661928394,0.7953513052136816,-0.022880345303369243,0.0,False,False,True
48,32,0.02040816326530612,32,0.1034260347085274,0.025949300174615303,0.004504767984820448,4,4,0.10379720069846121,-0.0359329136868749,-1.7957139090131584,39.0,False,False,True
49,33,0.02,4,0.05026064436071365,0.025151515151515154,0.005151515151515152,31,2,0.05030303030303031,-9.680892220091398e-16,-1.9999999999999998,80.0,False,False,True
50,17,0.0196078431372549,17,0.8443326091559549,0.036806964519916524,0.011174032702682125,38,33,0.8097532194381635,0.3154780081221478,-0.9444826349101461,86.0,False,True,True
51,2,0.019230769230769232,2,0.9999626324381399,0.09942338779535576,0.11332753247401514,52,45,2.4855846948838938,2.1319038766176504,4.196102804326337,41.0,True,True,True
52,6,0.018867924528301886,6,0.9972197152294728,0.05638548137911058,0.03606929523409705,50,48,1.4096370344777647,1.6087796241253642,2.1299766406370733,85.0,True,True,True
53,26,0.018518518518518517,20,0.2846665930322969,0.02651770172365138,0.0066154698252801096,28,11,0.23865931551286237,0.7478530768285789,-0.7330628857824966,74.0,False,False,True
54,11,0.01818181818181818,11,0.8379100115718388,0.04454110121833481,0.020570988518096026,42,28,0.8908220243666961,0.5637508152808217,-0.6659115779795659,83.0,False,True,True
55,20,0.017857142857142856,20,0.375666708110874,0.02516279226982512,0.009057785934999826,20,16,0.3271162995077266,1.1516483505919592,2.00595696416542,77.0,False,True,True
56,34,0.017543859649122806,10,0.09445102339667755,0.023683350533195733,0.005020943209722166,22,4,0.09473340213278293,-0.048929656748940155,-1.834568026303556,80.0,False,False,True
57,37,0.017241379310344827,22,0.09139282216348787,0.022912140603295026,0.003805016107929758,23,4,0.0916485624131801,-0.4264678826333694,-1.3563364405231666,65.0,False,False,True
58,30,0.01694915254237288,11,0.1980599220285162,0.025089056655211592,0.005195902901697145,24,8,0.20071245324169276,0.2773670455338581,-0.9495974141693142,70.0,False,False,True
59,46,0.016666666666666666,43,0.12321360141773163,0.015480358700935911,0.0030451194000946334,11,8,0.12384286960748729,0.6562379877905311,-0.20585620024592632,82.0,False,False,True
60,37,0.01639344262295082,34,0.11751569286962482,0.01967686357205493,0.004109046666304754,20,6,0.11806118143232958,0.7807775298117149,-0.9505601656013516,69.0,False,False,True
61,12,0.016129032258064516,12,0.806199217628452,0.04386348803657864,0.020377496939864292,27,25,0.7018158085852584,0.4538992415309103,-1.0278040840646798,88.0,False,True,True
62,41,0.015873015873015872,41,0.2342401926122306,0.019561558338846256,0.0030909570137854616,20,12,0.19561558338846255,-0.14012880884260143,-0.9317653697546429,82.0,False,False,True
63,12,0.015625,12,0.9676154390981939,0.047290755072217555,0.018133085636519605,52,39,0.8512335912999159,0.3539385866757303,-0.705872518651173,77.0,False,True,True
64,49,0.015384615384615385,16,0.07270132077048275,0.01810376572281334,0.002071718005031418,20,4,0.05431129716844002,-0.29227254683019777,-1.4999999999999996,75.0,False,False,True
