billboard_name,spotify_name,artist,duration_ms,spotify_id,spotify_uri,spotify_external_url,spotify_popularity,spotify_artist_popularity,spotify_artist_popularity_mean,explicit,preview_url,preview_url_audio,full_audio,full_audio_duration_s,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,audio_analysis_file
Mafia,MAFIA,Travis Scott,240000.0,08F16baYbciTva9P4BvpiI,spotify:track:08F16baYbciTva9P4BvpiI,https://open.spotify.com/track/08F16baYbciTva9P4BvpiI,75.0,[92],92.0,True,https://p.scdn.co/mp3-preview/ebb7b60de79df93da5ec3dfdc1e4e18bc2808b96?cid=064f7f00e33f41f2ba917f2f07083867,previews/Mafia.wav,Travis Scott  MAFIA Lyrics.wav,242.0,"['hip hop', 'rap', 'slap house']",0.855,0.492,0.0,-7.578,0.0,0.0483,0.0775,6.71e-06,0.111,0.385,109.975,4.0,Mafia.json
Throw It Away,Throw It Away,Summer Walker,151714.0,21DN44aYlSoyfOQcboC0IP,spotify:track:21DN44aYlSoyfOQcboC0IP,https://open.spotify.com/track/21DN44aYlSoyfOQcboC0IP,65.0,[83],83.0,True,,,Summer Walker  Throw It Away Lyric Videos.wav,180.0,"['dance pop', 'pop', 'r&b']",0.645,0.658,0.0,-8.517,0.0,0.0653,0.266,1.82e-05,0.128,0.53,139.968,4.0,Throw It Away.json
Reciprocate,Reciprocate,Summer Walker,182037.0,5xGqh5mjKgOhp9TOlFeCcJ,spotify:track:5xGqh5mjKgOhp9TOlFeCcJ,https://open.spotify.com/track/5xGqh5mjKgOhp9TOlFeCcJ,63.0,[83],83.0,True,,,Summer Walker  Reciprocate Lyric Video.wav,183.0,"['dance pop', 'pop', 'r&b']",0.676,0.417,2.0,-7.551,1.0,0.113,0.0479,0.0,0.109,0.487,147.895,4.0,Reciprocate.json
Unloyal,Unloyal (with Ari Lennox),Summer Walker & Ari Lennox,207294.0,081Shn2hU3YxvQmGaCPegr,spotify:track:081Shn2hU3YxvQmGaCPegr,https://open.spotify.com/track/081Shn2hU3YxvQmGaCPegr,66.0,"[83, 71]",77.0,True,,,Summer Walker  Unloyal ft Ari Lennox Lyric Video.wav,197.0,"['dance pop', 'pop', 'r&b', 'alternative r&b', 'dmv rap', 'neo soul', 'urban contemporary']",0.805,0.51,4.0,-6.179,0.0,0.0569,0.0357,0.000469,0.108,0.36,127.983,4.0,Unloyal.json
Constant Bulls**t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You Don't Know Me,You Don't Know Me - Radio Edit,Summer Walker,213946.0,3JSxaMJUFSmO8FrtVO5MXU,spotify:track:3JSxaMJUFSmO8FrtVO5MXU,https://open.spotify.com/track/3JSxaMJUFSmO8FrtVO5MXU,0.0,"[80, 77]",78.5,True,,,Summer Walker  You Dont Know Me Lyric Video.wav,200.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance', 'post-teen pop', 'uk contemporary r&b', 'uk pop']",0.877,0.658,11.0,-6.055,0.0,0.132,0.163,0.0,0.108,0.693,123.995,4.0,You Dont Know Me.json
Insane,Insane,Summer Walker,189905.0,3pcxxaUxAMSfz2zgetHydD,spotify:track:3pcxxaUxAMSfz2zgetHydD,https://open.spotify.com/track/3pcxxaUxAMSfz2zgetHydD,72.0,[83],83.0,True,,,Summer Walker  Insane Lyric Video.wav,190.0,"['dance pop', 'pop', 'r&b']",0.39,0.607,3.0,-8.056,1.0,0.303,0.632,0.000162,0.138,0.347,161.625,4.0,Insane.json
Circus,Circus,Summer Walker,192360.0,7jk7gqyEonmVVYahZN5zhW,spotify:track:7jk7gqyEonmVVYahZN5zhW,https://open.spotify.com/track/7jk7gqyEonmVVYahZN5zhW,76.0,[84],84.0,False,https://p.scdn.co/mp3-preview/78cf44dc9e484e4653f6c55792e6082e5f54ffee?cid=064f7f00e33f41f2ba917f2f07083867,previews/Circus.wav,Summer Walker  Circus Lyric Video.wav,240.0,"['dance pop', 'pop', 'post-teen pop']",0.791,0.733,6.0,-5.215,0.0,0.052,0.147,0.000381,0.0713,0.761,114.98,4.0,Circus.json
4th Baby Mama,4th Baby Mama,Summer Walker,225000.0,3WSBP6JEf4Y2aKD2swQ8AG,spotify:track:3WSBP6JEf4Y2aKD2swQ8AG,https://open.spotify.com/track/3WSBP6JEf4Y2aKD2swQ8AG,66.0,[83],83.0,True,,,Summer Walker  4th Baby Mama Lyric Video.wav,226.0,"['dance pop', 'pop', 'r&b']",0.874,0.348,9.0,-9.643,1.0,0.0767,0.339,8.6e-06,0.116,0.151,111.98,4.0,4th Baby Mama.json
Switch A N*gga Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session 33,Session 33,Summer Walker,127085.0,1k7Sn04nBNcLKbSwORsFgJ,spotify:track:1k7Sn04nBNcLKbSwORsFgJ,https://open.spotify.com/track/1k7Sn04nBNcLKbSwORsFgJ,60.0,[83],83.0,True,,,Summer Walker  Session 33 Lyric Video.wav,127.0,"['dance pop', 'pop', 'r&b']",0.618,0.137,8.0,-12.774,1.0,0.0609,0.871,0.0,0.152,0.377,83.188,5.0,Session 33.json
Screwin,Screwin (with Omarion),Summer Walker & Omarion,333582.0,3QR92iEfcnqgVFsOr2pCGz,spotify:track:3QR92iEfcnqgVFsOr2pCGz,https://open.spotify.com/track/3QR92iEfcnqgVFsOr2pCGz,56.0,"[83, 66]",74.5,True,,,Summer Walker  Screwin ft Omarion Lyric Video.wav,334.0,"['dance pop', 'pop', 'r&b', 'hip hop', 'hip pop', 'pop r&b', 'rap', 'southern hip hop', 'urban contemporary']",0.491,0.412,6.0,-9.378,1.0,0.122,0.802,0.0,0.137,0.487,105.076,4.0,Screwin.json
Broken Promises,Broken Promises,Summer Walker,183331.0,2nICPEP27G5i4pb69k9cvL,spotify:track:2nICPEP27G5i4pb69k9cvL,https://open.spotify.com/track/2nICPEP27G5i4pb69k9cvL,58.0,[83],83.0,True,,,Summer Walker  Broken Promises Lyrics.wav,184.0,"['dance pop', 'pop', 'r&b']",0.667,0.409,0.0,-7.745,0.0,0.0638,0.611,0.0,0.105,0.29,110.121,4.0,Broken Promises.json
Dat Right There,Dat Right There (with Pharrell Williams & The Neptunes),"Summer Walker, Pharrell Williams & The Neptunes",190000.0,6hDgNvgXstF65ymjGlxpky,spotify:track:6hDgNvgXstF65ymjGlxpky,https://open.spotify.com/track/6hDgNvgXstF65ymjGlxpky,61.0,"[83, 85, 66]",78.0,True,,,Summer Walker  Dat Right There ft Pharrell Lyric Video.wav,190.0,"['dance pop', 'pop', 'r&b', 'hip hop', 'pop rap']",0.861,0.634,9.0,-6.634,1.0,0.0393,0.532,0.000951,0.0779,0.868,106.996,4.0,Dat Right There.json
Sad Girlz Luv Money,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae & Moliy Featuring Kali Uchis,204763.0,09gysnJpfQ3ublBmJDfcEC,spotify:track:09gysnJpfQ3ublBmJDfcEC,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC,85.0,"[73, 85, 71]",76.33333333333333,True,,,Amaarae  Sad Girlz Luv Money Remix Lyrics ft Kali Uchis  Moliy.wav,204.0,"['afro r&b', 'ghanaian alternative', 'ghanaian pop', 'colombian pop', 'dance pop', 'pop', 'r&b']",0.87,0.523,1.0,-8.052,0.0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,4.0,Sad Girlz Luv Money.json
Slow Down Summer,Slow Down Summer,Thomas Rhett,216764.0,1fff5nZGyRJtFLkOrSSwOU,spotify:track:1fff5nZGyRJtFLkOrSSwOU,https://open.spotify.com/track/1fff5nZGyRJtFLkOrSSwOU,73.0,[79],79.0,False,,,Thomas Rhett  Slow Down Summer Lyrics.wav,217.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.464,0.755,4.0,-5.707,1.0,0.0354,0.00838,0.0,0.0989,0.449,155.973,4.0,Slow Down Summer.json
Jumpin,Jumpin (feat. Polo G),NLE Choppa Featuring Polo G,181198.0,1z7LV5wkExwW8YJk0IrPUA,spotify:track:1z7LV5wkExwW8YJk0IrPUA,https://open.spotify.com/track/1z7LV5wkExwW8YJk0IrPUA,75.0,"[81, 90]",85.5,True,https://p.scdn.co/mp3-preview/2f386e478beb1b43bc24b7a3904026d0f19df2b2?cid=064f7f00e33f41f2ba917f2f07083867,previews/Jumpin.wav,NLE Choppa  Jumpin Lyrics ft Polo G.wav,181.0,"['memphis hip hop', 'chicago rap']",0.826,0.616,2.0,-5.479,1.0,0.328,0.241,0.0,0.287,0.612,127.925,4.0,Jumpin.json
Super Gremlin,Super Gremlin,Kodak Black,200547.0,4A8cWXxKfIL3lAyUDzXbCF,spotify:track:4A8cWXxKfIL3lAyUDzXbCF,https://open.spotify.com/track/4A8cWXxKfIL3lAyUDzXbCF,86.0,[86],86.0,True,https://p.scdn.co/mp3-preview/31f19878b8810e3a7cc768afde0c2a31090bf430?cid=064f7f00e33f41f2ba917f2f07083867,previews/Super Gremlin.wav,Kodak Black  Super Gremlin Lyrics New Song.wav,201.0,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']",0.825,0.414,2.0,-6.634,1.0,0.144,0.00265,0.0,0.357,0.106,72.993,4.0,Super Gremlin.json
All Too Well (Taylor's Version),All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,613026.0,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi,86.0,[97],97.0,True,,,Taylor Swift  All Too Well Taylors Version Lyric Video.wav,330.0,['pop'],0.631,0.518,0.0,-8.771,1.0,0.0303,0.274,0.0,0.088,0.205,93.023,4.0,All Too Well Taylors Version.json
State Of Grace (Taylor's Version),State Of Grace (Taylor's Version),Taylor Swift,295413.0,6lzc0Al0zfZOIFsFvBS1ki,spotify:track:6lzc0Al0zfZOIFsFvBS1ki,https://open.spotify.com/track/6lzc0Al0zfZOIFsFvBS1ki,71.0,[97],97.0,False,,,Piano ASMR 3시간 연속듣기  빗소리와 함께 듣는 피아노  시청각 ASMR  Piano Music  Rain Sounds.wav,10953.0,['pop'],0.594,0.713,9.0,-5.314,1.0,0.0503,0.000328,0.0,0.114,0.328,129.958,4.0,State Of Grace Taylors Version.json
Already Dead,Already Dead,Juice WRLD,231220.0,1hB3M3POeKMLxcEFEvPeqU,spotify:track:1hB3M3POeKMLxcEFEvPeqU,https://open.spotify.com/track/1hB3M3POeKMLxcEFEvPeqU,76.0,[95],95.0,True,,,Juice WRLD  Already Dead Lyrics.wav,232.0,"['chicago rap', 'melodic rap']",0.744,0.495,1.0,-6.311,1.0,0.0634,0.0216,0.0,0.111,0.128,83.51,4.0,Already Dead.json
I Bet You Think About Me (Taylor's Version) (From The Vault),I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift Featuring Chris Stapleton,285106.0,4CkgMiMqZ5JzW9iYXSTMTL,spotify:track:4CkgMiMqZ5JzW9iYXSTMTL,https://open.spotify.com/track/4CkgMiMqZ5JzW9iYXSTMTL,77.0,"[97, 81]",89.0,True,,,I Bet You Think About Me Taylors Version From The Vault Lyric Video.wav,289.0,"['pop', 'contemporary country', 'outlaw country']",0.391,0.715,0.0,-4.516,1.0,0.0495,0.167,0.0,0.183,0.473,149.654,3.0,I Bet You Think About Me Taylors Version From The Vault.json
Red (Taylor's Version),Red (Taylor's Version),Taylor Swift,223093.0,4OAuvHryIVv4kMDNSLuPt6,spotify:track:4OAuvHryIVv4kMDNSLuPt6,https://open.spotify.com/track/4OAuvHryIVv4kMDNSLuPt6,77.0,[97],97.0,False,,,Taylor Swift  Red Taylors Version Lyric Video.wav,220.0,['pop'],0.516,0.777,1.0,-4.908,0.0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,4.0,Red Taylors Version.json
Nothing New (Taylor's Version) (From The Vault),Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift Featuring Phoebe Bridgers,258812.0,01K4zKU104LyJ8gMb7227B,spotify:track:01K4zKU104LyJ8gMb7227B,https://open.spotify.com/track/01K4zKU104LyJ8gMb7227B,77.0,"[97, 79]",88.0,False,,,Nothing New Taylors Version From The Vault Lyric Video.wav,262.0,"['pop', 'indie pop', 'la indie']",0.606,0.377,0.0,-9.455,1.0,0.0275,0.817,0.0,0.154,0.446,101.96,4.0,Nothing New Taylors Version From The Vault.json
Message In A Bottle (Taylor's Version) (From The Vault),Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,225960.0,3z6XUommYDWPHeFhmhhT6j,spotify:track:3z6XUommYDWPHeFhmhhT6j,https://open.spotify.com/track/3z6XUommYDWPHeFhmhhT6j,77.0,[97],97.0,False,,,Taylor Swift  Message In A Bottle Lyrics.wav,227.0,['pop'],0.622,0.791,7.0,-6.106,1.0,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,4.0,Message In A Bottle Taylors Version From The Vault.json
I Knew You Were Trouble (Taylor's Version),I Knew You Were Trouble (Taylor's Version),Taylor Swift,219760.0,6AtZLIzUINvExIUy4QhdjP,spotify:track:6AtZLIzUINvExIUy4QhdjP,https://open.spotify.com/track/6AtZLIzUINvExIUy4QhdjP,74.0,[97],97.0,False,,,Taylor Swift  I Knew You Were Trouble Taylors Version Lyric Video.wav,221.0,['pop'],0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,4.0,I Knew You Were Trouble Taylors Version.json
Run (Taylor's Version) (From The Vault),Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Taylor Swift Featuring Ed Sheeran,240226.0,4IQkfUsrwXol38VV3U7t7T,spotify:track:4IQkfUsrwXol38VV3U7t7T,https://open.spotify.com/track/4IQkfUsrwXol38VV3U7t7T,75.0,"[97, 96]",96.5,False,,,Taylor Swift  Run Taylors Version From The Vault Lyric Video ft Ed Sheeran.wav,240.0,"['pop', 'uk pop']",0.61,0.488,3.0,-6.918,1.0,0.0293,0.817,0.0,0.312,0.443,125.039,4.0,Run Taylors Version From The Vault.json
Bad Man (Smooth Criminal),Bad Man (Smooth Criminal),Polo G,106000.0,6RfhBNU1FPWTG7VESlfgOl,spotify:track:6RfhBNU1FPWTG7VESlfgOl,https://open.spotify.com/track/6RfhBNU1FPWTG7VESlfgOl,74.0,[90],90.0,True,https://p.scdn.co/mp3-preview/00c28740f3a6c325887df915cb943449f0340642?cid=064f7f00e33f41f2ba917f2f07083867,previews/Bad Man Smooth Criminal.wav,Polo G  Bad Man Smooth Criminal Lyrics.wav,106.0,['chicago rap'],0.882,0.662,0.0,-6.382,1.0,0.242,0.0124,0.0,0.106,0.57,120.034,4.0,Bad Man Smooth Criminal.json
Better Man (Taylor's Version) (From The Vault),Better Man (Taylor's Version) (From The Vault),Taylor Swift,297013.0,4OmFmE0fzcMG6g0Y8p4eSD,spotify:track:4OmFmE0fzcMG6g0Y8p4eSD,https://open.spotify.com/track/4OmFmE0fzcMG6g0Y8p4eSD,71.0,[97],97.0,False,,,Taylor Swift  Better Man Taylors Version From The Vault Lyric Video.wav,297.0,['pop'],0.473,0.579,4.0,-5.824,1.0,0.0384,0.214,0.0,0.0877,0.255,73.942,4.0,Better Man Taylors Version From The Vault.json
22 (Taylor's Version),22 (Taylor's Version),Taylor Swift,230960.0,3yII7UwgLF6K5zW3xad3MP,spotify:track:3yII7UwgLF6K5zW3xad3MP,https://open.spotify.com/track/3yII7UwgLF6K5zW3xad3MP,73.0,[97],97.0,False,,,Taylor Swift  22 Taylors Version Lyric Video.wav,231.0,['pop'],0.642,0.695,7.0,-5.62,1.0,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,4.0,22 Taylors Version.json
Doin' This,Doin' This,Luke Combs,254181.0,4GyD3o5hWoyCuYpdlzZlRL,spotify:track:4GyD3o5hWoyCuYpdlzZlRL,https://open.spotify.com/track/4GyD3o5hWoyCuYpdlzZlRL,77.0,[83],83.0,False,https://p.scdn.co/mp3-preview/d798756e3f10d1dfb7b70e07bdfd753472088102?cid=064f7f00e33f41f2ba917f2f07083867,previews/Doin This.wav,Luke Combs  Doin This Lyrics.wav,254.0,"['contemporary country', 'country']",0.593,0.552,1.0,-5.838,1.0,0.028,0.18,1.71e-05,0.11,0.39,115.0,4.0,Doin This.json
Treacherous (Taylor's Version),Treacherous (Taylor's Version),Taylor Swift,242720.0,3S7HNKPakdwNEBFIVTL6dZ,spotify:track:3S7HNKPakdwNEBFIVTL6dZ,https://open.spotify.com/track/3S7HNKPakdwNEBFIVTL6dZ,70.0,[97],97.0,False,,,Taylor Swift  Treacherous Taylors Version Lyric Video.wav,241.0,['pop'],0.645,0.593,2.0,-6.506,1.0,0.0288,0.0344,0.000127,0.13,0.299,109.984,4.0,Treacherous Taylors Version.json
We Are Never Ever Getting Back Together (Taylor's Version),We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,193146.0,5YqltLsjdqFtvqE7Nrysvs,spotify:track:5YqltLsjdqFtvqE7Nrysvs,https://open.spotify.com/track/5YqltLsjdqFtvqE7Nrysvs,73.0,[97],97.0,False,,,Taylor Swift  We Are Never Ever Getting Back Together Taylors Version Lyric Video.wav,195.0,['pop'],0.567,0.686,7.0,-6.139,1.0,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,4.0,We Are Never Ever Getting Back Together Taylors Version.json
I Almost Do (Taylor's Version),I Almost Do (Taylor's Version),Taylor Swift,244586.0,2r9CbjYgFhtAmcFv1cSquB,spotify:track:2r9CbjYgFhtAmcFv1cSquB,https://open.spotify.com/track/2r9CbjYgFhtAmcFv1cSquB,69.0,[97],97.0,False,,,girl in red  hornylovesickmess official audio.wav,176.0,['pop'],0.511,0.559,4.0,-6.587,1.0,0.0264,0.0167,0.0,0.113,0.248,145.88,4.0,I Almost Do Taylors Version.json
The Very First Night (Taylor's Version) (From The Vault),The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,200280.0,6pYNq0ZwpPVazKzsqpf0G8,spotify:track:6pYNq0ZwpPVazKzsqpf0G8,https://open.spotify.com/track/6pYNq0ZwpPVazKzsqpf0G8,75.0,[97],97.0,False,,,Taylor Swift  The Very First Night Taylors Version From The Vault Lyric Video.wav,202.0,['pop'],0.678,0.733,7.0,-5.025,1.0,0.0281,0.00115,0.0,0.104,0.581,121.009,4.0,The Very First Night Taylors Version From The Vault.json
Everything Has Changed (Taylor's Version),Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Taylor Swift Featuring Ed Sheeran,245426.0,7qEUFOVcxRI19tbT68JcYK,spotify:track:7qEUFOVcxRI19tbT68JcYK,https://open.spotify.com/track/7qEUFOVcxRI19tbT68JcYK,72.0,"[97, 96]",96.5,False,,,Taylor Swift  Everything Has Changed Taylors Version Lyric Video ft Ed Sheeran.wav,249.0,"['pop', 'uk pop']",0.498,0.61,6.0,-5.098,1.0,0.0363,0.271,0.0,0.223,0.474,79.918,4.0,Everything Has Changed Taylors Version.json
The Last Time (Taylor's Version),The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Taylor Swift Featuring Gary Lightbody Of Snow Patrol,299080.0,0y6kdSRCVQhSsHSpWvTUm7,spotify:track:0y6kdSRCVQhSsHSpWvTUm7,https://open.spotify.com/track/0y6kdSRCVQhSsHSpWvTUm7,70.0,"[97, 57]",77.0,False,,,Taylor Swift  The Last Time Taylors Version Lyric Video ft Gary Lightbody.wav,300.0,"['pop', 'british singer-songwriter']",0.502,0.534,2.0,-5.954,1.0,0.0278,0.0399,0.0,0.0977,0.155,94.05,4.0,The Last Time Taylors Version.json
Stay Stay Stay (Taylor's Version),Stay Stay Stay (Taylor's Version),Taylor Swift,205786.0,7eQj6r5PIdYKEIZjucBMcq,spotify:track:7eQj6r5PIdYKEIZjucBMcq,https://open.spotify.com/track/7eQj6r5PIdYKEIZjucBMcq,69.0,[97],97.0,False,,,Taylor Swift  Stay Stay Stay Taylors Version Lyric Video.wav,208.0,['pop'],0.693,0.681,0.0,-7.039,1.0,0.025,0.0848,0.0,0.0768,0.663,100.02,4.0,Stay Stay Stay Taylors Version.json
After Last Night,After Last Night (with Thundercat & Bootsy Collins),Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins,249444.0,3jiKUMXqwEodB7gVv1RMZU,spotify:track:3jiKUMXqwEodB7gVv1RMZU,https://open.spotify.com/track/3jiKUMXqwEodB7gVv1RMZU,70.0,"[92, 84, 81, 72, 68]",79.4,False,https://p.scdn.co/mp3-preview/09b6e700237cae4bcc1b42f0daeea5564f11dcf9?cid=064f7f00e33f41f2ba917f2f07083867,previews/After Last Night.wav,Bruno Mars Anderson Paak Silk Sonic  After Last Night w Thundercat  Bootsy Official Audio.wav,250.0,"['dance pop', 'pop', 'escape room', 'afrofuturism', 'funk', 'p funk', 'soul']",0.651,0.703,0.0,-8.958,0.0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4.0,After Last Night.json
Babe (Taylor's Version) (From The Vault),Babe (Taylor's Version) (From The Vault),Taylor Swift,224240.0,0v4z1tuZvn6LGknom9Qx7d,spotify:track:0v4z1tuZvn6LGknom9Qx7d,https://open.spotify.com/track/0v4z1tuZvn6LGknom9Qx7d,71.0,[97],97.0,False,,,Taylor Swift  Babe Taylors Version From The Vault Lyric Video.wav,225.0,['pop'],0.584,0.743,4.0,-7.075,1.0,0.0931,0.0538,2.83e-06,0.121,0.746,167.844,4.0,Babe Taylors Version From The Vault.json
Blast Off,Blast Off,Silk Sonic (Bruno Mars & Anderson .Paak),284870.0,2kpoReN3MY7I0tSF902n0z,spotify:track:2kpoReN3MY7I0tSF902n0z,https://open.spotify.com/track/2kpoReN3MY7I0tSF902n0z,67.0,"[92, 84, 81]",85.66666666666667,False,https://p.scdn.co/mp3-preview/092f7c5c51271f742c23b84bed03d67f3ede4cac?cid=064f7f00e33f41f2ba917f2f07083867,previews/Blast Off.wav,Bruno Mars Anderson Paak Silk Sonic  Blast Off Official Audio.wav,285.0,"['dance pop', 'pop', 'escape room']",0.482,0.548,11.0,-9.946,1.0,0.0373,0.0363,2.28e-06,0.3,0.346,76.017,4.0,Blast Off.json
Holy Ground (Taylor's Version),Holy Ground (Taylor's Version),Taylor Swift,202960.0,7J4b3LVCIGO4CMBDFLPoP6,spotify:track:7J4b3LVCIGO4CMBDFLPoP6,https://open.spotify.com/track/7J4b3LVCIGO4CMBDFLPoP6,68.0,[97],97.0,False,,,Dolly Parton  Sent From Above Lyrics.wav,175.0,['pop'],0.622,0.809,9.0,-5.623,1.0,0.0638,0.0288,0.00218,0.109,0.511,156.894,4.0,Holy Ground Taylors Version.json
Begin Again (Taylor's Version),Begin Again (Taylor's Version),Taylor Swift,238866.0,05GsNucq8Bngd9fnd4fRa0,spotify:track:05GsNucq8Bngd9fnd4fRa0,https://open.spotify.com/track/05GsNucq8Bngd9fnd4fRa0,69.0,[97],97.0,False,,,Taylor Swift  Begin Again Taylors Version Lyric Video.wav,239.0,['pop'],0.519,0.527,7.0,-7.673,1.0,0.0274,0.075,0.0,0.132,0.267,78.915,4.0,Begin Again Taylors Version.json
Put On A Smile,Put On A Smile,Silk Sonic (Bruno Mars & Anderson .Paak),255455.0,5f7UJCMrA1VRLvbPrq1h0G,spotify:track:5f7UJCMrA1VRLvbPrq1h0G,https://open.spotify.com/track/5f7UJCMrA1VRLvbPrq1h0G,65.0,"[92, 84, 81]",85.66666666666667,False,https://p.scdn.co/mp3-preview/7c506c9633dd7e97a2af372b057a96ac3aba9388?cid=064f7f00e33f41f2ba917f2f07083867,previews/Put On A Smile.wav,Bruno Mars Anderson Paak Silk Sonic  Put On A Smile Official Audio.wav,256.0,"['dance pop', 'pop', 'escape room']",0.548,0.627,9.0,-8.949,1.0,0.0409,0.0471,0.0,0.285,0.493,143.994,4.0,Put On A Smile.json
Forever Winter (Taylor's Version) (From The Vault),Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,263533.0,3oGVx9RBmiYGv5ZCecWLkx,spotify:track:3oGVx9RBmiYGv5ZCecWLkx,https://open.spotify.com/track/3oGVx9RBmiYGv5ZCecWLkx,68.0,[97],97.0,False,,,Taylor Swift  Forever Winter Taylors Version From The Vault Lyric Video.wav,266.0,['pop'],0.611,0.552,7.0,-5.828,1.0,0.031,0.256,0.0,0.134,0.41,116.012,4.0,Forever Winter Taylors Version From The Vault.json
Fly As Me,Fly As Me,Silk Sonic (Bruno Mars & Anderson .Paak),219389.0,3a6FcTyvSf0ED3VXeH3PJ5,spotify:track:3a6FcTyvSf0ED3VXeH3PJ5,https://open.spotify.com/track/3a6FcTyvSf0ED3VXeH3PJ5,68.0,"[92, 84, 81]",85.66666666666667,False,https://p.scdn.co/mp3-preview/01f0ee27dba5484058b7b906257a377b0f34351c?cid=064f7f00e33f41f2ba917f2f07083867,previews/Fly As Me.wav,Bruno Mars Anderson Paak Silk Sonic  Fly As Me Official Audio.wav,220.0,"['dance pop', 'pop', 'escape room']",0.783,0.627,2.0,-8.521,1.0,0.102,0.00756,0.0,0.0606,0.48,100.025,4.0,Fly As Me.json
The Moment I Knew (Taylor's Version),The Moment I Knew (Taylor's Version),Taylor Swift,285280.0,0NRHj8hDwwmSPaA41o379r,spotify:track:0NRHj8hDwwmSPaA41o379r,https://open.spotify.com/track/0NRHj8hDwwmSPaA41o379r,67.0,[97],97.0,False,,,yaeow  not your fault   letralyrics.wav,228.0,['pop'],0.636,0.402,7.0,-7.855,1.0,0.031,0.0494,0.0,0.107,0.208,125.952,4.0,The Moment I Knew Taylors Version.json
The Lucky One (Taylor's Version),The Lucky One (Taylor's Version),Taylor Swift,240466.0,4e5ayHsOLJNLTGfjau2mEw,spotify:track:4e5ayHsOLJNLTGfjau2mEw,https://open.spotify.com/track/4e5ayHsOLJNLTGfjau2mEw,67.0,[97],97.0,False,,,Taylor Swift  The Lucky One Taylors Version Lyric Video.wav,236.0,['pop'],0.686,0.571,4.0,-7.138,1.0,0.05,0.066,0.0,0.0608,0.538,117.889,4.0,The Lucky One Taylors Version.json
Sad Beautiful Tragic (Taylor's Version),Sad Beautiful Tragic (Taylor's Version),Taylor Swift,284773.0,73qMN9bXy7MSPwwGfH3wQr,spotify:track:73qMN9bXy7MSPwwGfH3wQr,https://open.spotify.com/track/73qMN9bXy7MSPwwGfH3wQr,68.0,[97],97.0,False,,,Taylor Swift  Sad Beautiful Tragic Taylors Version Lyric Video.wav,286.0,['pop'],0.601,0.406,7.0,-11.827,1.0,0.0275,0.622,9.19e-05,0.133,0.232,130.059,3.0,Sad Beautiful Tragic Taylors Version.json
Come Back...Be Here (Taylor's Version),Come Back...Be Here (Taylor's Version),Taylor Swift,223333.0,4pNApnaUWAL2J4KO2eqokq,spotify:track:4pNApnaUWAL2J4KO2eqokq,https://open.spotify.com/track/4pNApnaUWAL2J4KO2eqokq,70.0,[97],97.0,False,,,Taylor Swift  Come BackBe Here Taylors Version Lyric Video.wav,226.0,['pop'],0.46,0.632,4.0,-6.031,1.0,0.0302,0.0158,0.0,0.0822,0.399,79.846,4.0,Come BackBe Here Taylors Version.json
Starlight (Taylor's Version),Starlight (Taylor's Version),Taylor Swift,220413.0,7A2cNLRT0YJc1yjxHlKihs,spotify:track:7A2cNLRT0YJc1yjxHlKihs,https://open.spotify.com/track/7A2cNLRT0YJc1yjxHlKihs,66.0,[97],97.0,False,,,Taylor Swift  Starlight Taylors Version Lyric Video.wav,223.0,['pop'],0.628,0.685,4.0,-5.864,1.0,0.0358,0.00324,0.0,0.18,0.605,126.014,4.0,Starlight Taylors Version.json
