billboard_name,spotify_name,artist,duration_ms,spotify_id,spotify_uri,spotify_external_url,spotify_popularity,spotify_artist_popularity,spotify_artist_popularity_mean,explicit,preview_url,preview_url_audio,full_audio,full_audio_duration_s,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,audio_analysis_file
Those Kinda Nights,Those Kinda Nights (feat. Ed Sheeran),Eminem Featuring Ed Sheeran,177693.0,0VSzREd1OjEWJ9tXoFHRQH,spotify:track:0VSzREd1OjEWJ9tXoFHRQH,https://open.spotify.com/track/0VSzREd1OjEWJ9tXoFHRQH,68.0,"[95, 96]",95.5,True,,,Eminem  Those Kinda Nights Lyrics ft Ed Sheeran.wav,178.0,"['detroit hip hop', 'hip hop', 'rap', 'pop', 'uk pop']",0.794,0.637,4.0,-6.29,0.0,0.339,0.028,0.0,0.0919,0.393,103.868,4.0,Those Kinda Nights.json
Unaccommodating,Unaccommodating (feat. Young M.A),Eminem Featuring Young M.A,216600.0,0q2vG0UVuy6ajjcpkQHdZM,spotify:track:0q2vG0UVuy6ajjcpkQHdZM,https://open.spotify.com/track/0q2vG0UVuy6ajjcpkQHdZM,66.0,"[95, 68]",81.5,True,,,Eminem  Unaccommodating ft Young MA Lyrics.wav,222.0,"['detroit hip hop', 'hip hop', 'rap', 'lgbtq+ hip hop', 'nyc rap', 'pop rap', 'trap']",0.852,0.752,1.0,-5.793,1.0,0.0597,0.0169,0.0,0.394,0.389,89.95,4.0,Unaccommodating.json
Blue World,Blue World,Mac Miller,209440.0,2hwOoMtWPtTSSn6WHV7Vp5,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,https://open.spotify.com/track/2hwOoMtWPtTSSn6WHV7Vp5,77.0,[88],88.0,True,https://p.scdn.co/mp3-preview/c6826391e211c913320ad447dd187aa9c4d6414d?cid=064f7f00e33f41f2ba917f2f07083867,previews/Blue World.wav,Mac Miller  Blue World Lyrics.wav,210.0,"['hip hop', 'pittsburgh rap', 'rap']",0.742,0.553,8.0,-8.98,1.0,0.419,0.389,0.0,0.0694,0.508,84.931,4.0,Blue World.json
You Gon' Learn,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)","Eminem Featuring Royce da 5'9"" & White Gold",234653.0,0GQ5bFTVFFKpwNPc7KwQnB,spotify:track:0GQ5bFTVFFKpwNPc7KwQnB,https://open.spotify.com/track/0GQ5bFTVFFKpwNPc7KwQnB,68.0,"[95, 66, 58]",73.0,True,,,You Gon Learn feat Royce Da 59  White Gold Official Audio.wav,235.0,"['detroit hip hop', 'hip hop', 'rap', 'alternative hip hop', 'gangster rap', 'hardcore hip hop', 'pop rap', 'southern hip hop']",0.68,0.82,4.0,-4.197,0.0,0.151,0.0614,0.0,0.597,0.243,140.033,4.0,You Gon Learn.json
Black Swan,Black Swan,BTS,198260.0,2EmcTFQ1rM11wp2ztsXTHa,spotify:track:2EmcTFQ1rM11wp2ztsXTHa,https://open.spotify.com/track/2EmcTFQ1rM11wp2ztsXTHa,77.0,[96],96.0,False,https://p.scdn.co/mp3-preview/99b36846f15dc3d2363b439972695ce824f1221e?cid=064f7f00e33f41f2ba917f2f07083867,previews/Black Swan.wav,BTS BLACK SWAN Lyrics 방탄소년단 BLACK SWAN 가사 Color Coded LyricsHanRomEng.wav,198.0,"['k-pop', 'k-pop boy group']",0.719,0.757,2.0,-5.167,0.0,0.0849,0.137,0.0,0.129,0.489,147.024,4.0,Black Swan.json
P*$$y Fairy (OTW),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leaving Heaven,Leaving Heaven (feat. Skylar Grey),Eminem Featuring Skylar Grey,265946.0,5CpsIb7SMFHjmAG8RvIWfq,spotify:track:5CpsIb7SMFHjmAG8RvIWfq,https://open.spotify.com/track/5CpsIb7SMFHjmAG8RvIWfq,65.0,"[95, 74]",84.5,True,,,Eminem  Leaving Heaven Lyrics ft Skylar Grey.wav,266.0,"['detroit hip hop', 'hip hop', 'rap', 'piano rock']",0.661,0.748,2.0,-4.809,0.0,0.206,0.175,0.0,0.254,0.509,171.983,3.0,Leaving Heaven.json
Complicated,Complicated,Mac Miller,244506.0,5xEM5hIgJ1jjgcEBfpkt2F,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,https://open.spotify.com/track/5xEM5hIgJ1jjgcEBfpkt2F,80.0,[81],81.0,False,https://p.scdn.co/mp3-preview/f96db342712737afa5be88df300db578a28de814?cid=064f7f00e33f41f2ba917f2f07083867,previews/Complicated.wav,Mac Miller  Complicated LYRICS.wav,233.0,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",0.585,0.776,5.0,-5.898,1.0,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,4.0,Complicated.json
Hand Me Downs,Hand Me Downs,Mac Miller,298440.0,2Yv2mHzr5AQavVdwQjEokV,spotify:track:2Yv2mHzr5AQavVdwQjEokV,https://open.spotify.com/track/2Yv2mHzr5AQavVdwQjEokV,68.0,[88],88.0,False,https://p.scdn.co/mp3-preview/dc984808e38b669f6bbc2320be5071507da50d7f?cid=064f7f00e33f41f2ba917f2f07083867,previews/Hand Me Downs.wav,Mac Miller  Hand Me Downs LYRICS.wav,299.0,"['hip hop', 'pittsburgh rap', 'rap']",0.677,0.33,2.0,-11.198,1.0,0.149,0.474,0.000871,0.064,0.336,68.985,4.0,Hand Me Downs.json
Premonition (Intro),Premonition - Intro,Eminem,173893.0,7ccTcabbJlCJiIqtrSSwBk,spotify:track:7ccTcabbJlCJiIqtrSSwBk,https://open.spotify.com/track/7ccTcabbJlCJiIqtrSSwBk,64.0,[95],95.0,True,,,Eminem  Premonition Intro Lyrics.wav,176.0,"['detroit hip hop', 'hip hop', 'rap']",0.847,0.637,1.0,-5.193,1.0,0.367,0.0258,0.000648,0.382,0.511,165.979,4.0,Premonition Intro.json
I Can See,i can see clearly,Mac Miller,193548.0,0hTenOns6LBffrOtLg3rMe,spotify:track:0hTenOns6LBffrOtLg3rMe,https://open.spotify.com/track/0hTenOns6LBffrOtLg3rMe,70.0,[76],76.0,True,https://p.scdn.co/mp3-preview/151cbfd7a465ea1b84ac86538a72ab75920c1e4a?cid=064f7f00e33f41f2ba917f2f07083867,previews/I Can See.wav,Mac Miller  I Can See LYRICS.wav,219.0,"['glitchcore', 'viral rap']",0.705,0.619,8.0,-6.208,1.0,0.0493,0.206,0.000986,0.139,0.39,93.031,4.0,I Can See.json
In Too Deep,In Too Deep,Eminem,207093.0,1HNE2PX70ztbEl6MLxrpNL,spotify:track:1HNE2PX70ztbEl6MLxrpNL,https://open.spotify.com/track/1HNE2PX70ztbEl6MLxrpNL,75.0,[74],74.0,False,,,Eminem  In Too Deep Lyrics.wav,196.0,"['canadian pop punk', 'canadian punk', 'punk', 'rock']",0.568,0.844,9.0,-5.875,1.0,0.0505,0.000189,0.0,0.0607,0.766,116.046,4.0,In Too Deep.json
Woods,Woods,Mac Miller,286386.0,3Qa944OTMZkg8DHjET8JQv,spotify:track:3Qa944OTMZkg8DHjET8JQv,https://open.spotify.com/track/3Qa944OTMZkg8DHjET8JQv,69.0,[88],88.0,False,https://p.scdn.co/mp3-preview/0bca772b2e4e227222f6d39aabbb478d5637a5fe?cid=064f7f00e33f41f2ba917f2f07083867,previews/Woods.wav,Mac Miller  Woods LYRICS.wav,287.0,"['hip hop', 'pittsburgh rap', 'rap']",0.779,0.362,0.0,-10.847,1.0,0.0474,0.135,0.206,0.111,0.46,85.011,4.0,Woods.json
Nobody But You,Nobody But You,Blake Shelton Duet With Gwen Stefani,213214.0,6VFKuuqSbA1GpMEosUgTwQ,spotify:track:6VFKuuqSbA1GpMEosUgTwQ,https://open.spotify.com/track/6VFKuuqSbA1GpMEosUgTwQ,73.0,"[67, 76]",71.5,True,https://p.scdn.co/mp3-preview/57dafe97e78a429431f340eede9078d266cb9696?cid=064f7f00e33f41f2ba917f2f07083867,previews/Nobody But You.wav,Blake Shelton Gwen Stefani  Nobody But You Lyrics 🎵.wav,199.0,"['alternative r&b', 'r&b', 'pop', 'uk contemporary r&b']",0.637,0.299,7.0,-11.314,1.0,0.0366,0.742,0.0,0.359,0.364,83.872,4.0,Nobody But You.json
Everybody,Everybody Talks,Mac Miller,177280.0,2iUmqdfGZcHIhS3b9E9EWq,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq,81.0,[71],71.0,False,,,Mac Miller  Everybody LYRICS.wav,255.0,"['modern alternative rock', 'modern rock', 'pop rock', 'rock']",0.471,0.924,8.0,-3.906,1.0,0.0586,0.00301,0.0,0.313,0.725,154.961,4.0,Everybody.json
Marsh,Come & Go (with Marshmello),Eminem,205484.0,2Y0wPrPQBrGhoLn14xRYCG,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,82.0,"[95, 86]",90.5,True,,,Eminem  Marsh Lyrics.wav,201.0,"['chicago rap', 'melodic rap', 'brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.625,0.814,0.0,-5.181,1.0,0.0657,0.0172,0.0,0.158,0.535,144.991,4.0,Marsh.json
No Regrets,No Regrets (feat. Don Toliver),Eminem Featuring Don Toliver,200946.0,1lO9CZo6eDrOy0S7khgryG,spotify:track:1lO9CZo6eDrOy0S7khgryG,https://open.spotify.com/track/1lO9CZo6eDrOy0S7khgryG,64.0,"[95, 83]",89.0,True,,,Eminem ft Don Toliver  No Regrets Lyrics.wav,201.0,"['detroit hip hop', 'hip hop', 'rap', 'pop', 'trap']",0.756,0.747,9.0,-5.407,1.0,0.046,0.0048,0.00536,0.588,0.0687,134.935,4.0,No Regrets.json
Lock It Up,Lock It Up (feat. Anderson .Paak),Eminem Featuring Anderson .Paak,170226.0,1qwMkkRiD5jqLeUUjfgblh,spotify:track:1qwMkkRiD5jqLeUUjfgblh,https://open.spotify.com/track/1qwMkkRiD5jqLeUUjfgblh,65.0,"[95, 84]",89.5,True,,,Eminem  Lock It Up Lyrics ft Anderson Paak.wav,170.0,"['detroit hip hop', 'hip hop', 'rap', 'escape room']",0.848,0.745,6.0,-3.052,0.0,0.221,0.0949,0.0,0.0796,0.516,137.024,4.0,Lock It Up.json
Surf,Surface Pressure,Mac Miller,202226.0,760jhRscwGbIIe1m1IIQpU,spotify:track:760jhRscwGbIIe1m1IIQpU,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,86.0,[72],72.0,False,,,Mac Miller  Surf Lyrics.wav,331.0,[],0.65,0.584,2.0,-8.286,1.0,0.307,0.0174,1.54e-06,0.042,0.37,180.088,4.0,Surf.json
Stepdad,Stepdad,Eminem,213413.0,3QVHSV8YKYq4L8tI5rnFgj,spotify:track:3QVHSV8YKYq4L8tI5rnFgj,https://open.spotify.com/track/3QVHSV8YKYq4L8tI5rnFgj,63.0,[95],95.0,True,,,Eminem  Stepdad Lyrics.wav,214.0,"['detroit hip hop', 'hip hop', 'rap']",0.779,0.805,1.0,-3.121,1.0,0.178,0.018,0.0,0.321,0.557,145.68,4.0,Stepdad.json
That's On Me,That Don't Impress Me Much,Mac Miller,218866.0,4FUfoWMypAyWbOavmYyeNu,spotify:track:4FUfoWMypAyWbOavmYyeNu,https://open.spotify.com/track/4FUfoWMypAyWbOavmYyeNu,69.0,[75],75.0,False,,,Mac Miller  Thats On Me LYRICS.wav,218.0,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']",0.757,0.757,1.0,-7.598,1.0,0.0389,0.235,0.0,0.0474,0.967,124.956,4.0,Thats On Me.json
B.I.T.C.H.,B.I.T.C.H.,Megan Thee Stallion,183142.0,06scTb0zbkxYNgpAB3J9fN,spotify:track:06scTb0zbkxYNgpAB3J9fN,https://open.spotify.com/track/06scTb0zbkxYNgpAB3J9fN,58.0,[86],86.0,True,https://p.scdn.co/mp3-preview/0f91c6320b2d931b283a719731fac089ac1836dc?cid=064f7f00e33f41f2ba917f2f07083867,previews/BITCH.wav,Megan Thee Stallion  BITCH Lyric Video.wav,188.0,"['dance pop', 'houston rap', 'pop', 'trap queen']",0.742,0.731,11.0,-4.362,0.0,0.306,0.0851,0.0,0.131,0.547,174.019,4.0,BITCH.json
Anyone,Anyone,Demi Lovato,190779.0,4kzoCVmirU5LYP4PpWZ4Ny,spotify:track:4kzoCVmirU5LYP4PpWZ4Ny,https://open.spotify.com/track/4kzoCVmirU5LYP4PpWZ4Ny,2.0,[96],96.0,False,,,Demi Lovato  Anyone LYRICS.wav,232.0,"['canadian pop', 'pop']",0.686,0.538,2.0,-8.026,1.0,0.0345,0.181,3.13e-06,0.113,0.584,115.884,4.0,Anyone.json
Letter To Nipsey,Letter To Nipsey (feat. Roddy Ricch),Meek Mill Featuring Roddy Ricch,167845.0,0j2CNrgtalXRGIvHMO2vzh,spotify:track:0j2CNrgtalXRGIvHMO2vzh,https://open.spotify.com/track/0j2CNrgtalXRGIvHMO2vzh,53.0,"[81, 84]",82.5,True,https://p.scdn.co/mp3-preview/0d3ad23ea0009a8509025e601fbc8558871544c1?cid=064f7f00e33f41f2ba917f2f07083867,previews/Letter To Nipsey.wav,Meek Mill  Letter to Nipsey Lyrics ft Roddy Ricch.wav,169.0,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'melodic rap']",0.744,0.702,7.0,-6.255,0.0,0.288,0.264,0.0,0.12,0.338,91.885,4.0,Letter To Nipsey.json
Chasin' You,Chasin' You,Morgan Wallen,205453.0,5MwynWK9s4hlyKHqhkNn4A,spotify:track:5MwynWK9s4hlyKHqhkNn4A,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A,78.0,[87],87.0,False,https://p.scdn.co/mp3-preview/1832a712c7f38ae178f58258f96d920ea9cc0da9?cid=064f7f00e33f41f2ba917f2f07083867,previews/Chasin You.wav,Morgan Wallen  Chasin You Dream Video.wav,216.0,['contemporary country'],0.631,0.591,7.0,-5.785,1.0,0.0277,0.657,0.0,0.11,0.489,97.074,4.0,Chasin You.json
Before You Go,Before You Go,Lewis Capaldi,215106.0,2gMXnyrvIjhVBUZwvLZDMP,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,83.0,[82],82.0,False,,,Lewis Capaldi  Before You Go Lyrics.wav,212.0,"['pop', 'uk pop']",0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,4.0,Before You Go.json
Homemade,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Jake Owen,214254.0,7rdUtXasA973gmrr2Xxh3E,spotify:track:7rdUtXasA973gmrr2Xxh3E,https://open.spotify.com/track/7rdUtXasA973gmrr2Xxh3E,68.0,"[81, 90, 91, 87]",87.25,True,,,Jake Owen  Homemade Lyric.wav,188.0,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'pop r&b', 'dfw rap', 'melodic rap', 'rap', 'r&b']",0.781,0.548,0.0,-4.997,0.0,0.0764,0.229,0.0,0.127,0.175,106.996,4.0,Homemade.json
Come Thru,Come Thru (with Usher),Summer Walker & Usher,181013.0,3TTMUI5dFcbeNSDTTDY9M8,spotify:track:3TTMUI5dFcbeNSDTTDY9M8,https://open.spotify.com/track/3TTMUI5dFcbeNSDTTDY9M8,71.0,"[83, 83]",83.0,True,,,Summer Walker  Come Thru feat Usher Official Audio.wav,180.0,"['dance pop', 'pop', 'r&b', 'atl hip hop', 'contemporary r&b', 'south carolina hip hop', 'urban contemporary']",0.679,0.728,5.0,-3.092,0.0,0.154,0.159,0.0,0.107,0.46,152.001,4.0,Come Thru.json
Underdog,Underdog,Alicia Keys,204400.0,7FsAFw1oZeTJUZmIzSh0cg,spotify:track:7FsAFw1oZeTJUZmIzSh0cg,https://open.spotify.com/track/7FsAFw1oZeTJUZmIzSh0cg,69.0,[83],83.0,False,https://p.scdn.co/mp3-preview/12b169e50025039f390af8c7cb71a4b7104847a1?cid=064f7f00e33f41f2ba917f2f07083867,previews/Underdog.wav,Alicia Keys  Underdog Lyrics.wav,204.0,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.657,0.726,0.0,-4.74,0.0,0.0458,0.542,0.0,0.137,0.282,90.105,4.0,Underdog.json
First Man,i dont want that many friends in the first place,Camila Cabello,109033.0,2ayE3eeIsWpmuSFdeyFlVe,spotify:track:2ayE3eeIsWpmuSFdeyFlVe,https://open.spotify.com/track/2ayE3eeIsWpmuSFdeyFlVe,62.0,[59],59.0,True,https://p.scdn.co/mp3-preview/c3bfd2fe0a28a898f45a9a7061f196ddcdfd587e?cid=064f7f00e33f41f2ba917f2f07083867,previews/First Man.wav,Camila Cabello  First Man Lyrics.wav,227.0,"['glitchcore', 'hyperpop', 'proto-hyperpop']",0.609,0.8,1.0,-3.413,0.0,0.0364,0.000547,9.28e-05,0.388,0.367,158.674,4.0,First Man.json
What If I Told You That I Love You,What If I Told You That I Love You,Ali Gatie,193667.0,6USdi8uX5GNAPYziFhisHb,spotify:track:6USdi8uX5GNAPYziFhisHb,https://open.spotify.com/track/6USdi8uX5GNAPYziFhisHb,68.0,[76],76.0,False,https://p.scdn.co/mp3-preview/eacafe1170b27136967d56a403267565d75672a2?cid=064f7f00e33f41f2ba917f2f07083867,previews/What If I Told You That I Love You.wav,Ali Gatie  What If I Told You That I Love You Official Music Video.wav,214.0,"['canadian hip hop', 'pop']",0.596,0.366,7.0,-11.144,1.0,0.115,0.63,7.04e-06,0.0554,0.229,84.394,4.0,What If I Told You That I Love You.json
Catch,0 To 100 / The Catch Up,Brett Young,275226.0,4jtyUzZm9WLc2AdaJ1dso7,spotify:track:4jtyUzZm9WLc2AdaJ1dso7,https://open.spotify.com/track/4jtyUzZm9WLc2AdaJ1dso7,73.0,[98],98.0,True,,,Brett Young  Catch Lyrics.wav,197.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.559,0.716,11.0,-3.964,0.0,0.39,0.737,0.0,0.252,0.504,176.618,4.0,Catch.json
Dive Bar,A Little Dive Bar in Dahlonega,Garth Brooks & Blake Shelton,209080.0,7qcRDEpmDWS0bLHaZRYE8c,spotify:track:7qcRDEpmDWS0bLHaZRYE8c,https://open.spotify.com/track/7qcRDEpmDWS0bLHaZRYE8c,57.0,[63],63.0,False,https://p.scdn.co/mp3-preview/c2c48852ebc011ca1a69d8382dea7def8e43fa6f?cid=064f7f00e33f41f2ba917f2f07083867,previews/Dive Bar.wav,Garth Brooks  Blake Shelton Dive BarLYRICS ON SCREEN.wav,159.0,"['arkansas country', 'contemporary country', 'country', 'country pop']",0.639,0.479,1.0,-6.192,1.0,0.0447,0.426,0.0,0.151,0.571,146.084,4.0,Dive Bar.json
I Do It,Get Into It (Yuh),Lil Wayne Featuring Big Sean & Lil Baby,138293.0,0W6I02J9xcqK8MtSeosEXb,spotify:track:0W6I02J9xcqK8MtSeosEXb,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb,86.0,[94],94.0,True,https://p.scdn.co/mp3-preview/3d8fcbd6ffac8fedc4b6f9cb6cc32ea73cc06295?cid=064f7f00e33f41f2ba917f2f07083867,previews/I Do It.wav,Lil Wayne  I Do It ft Big Sean  Lil Baby Official Audio.wav,184.0,"['dance pop', 'pop']",0.912,0.655,8.0,-6.029,0.0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,4.0,I Do It.json
Only The Young,Only the Good Die Young,Taylor Swift,235560.0,1xOXXYh6lTW8laxlW7JP2J,spotify:track:1xOXXYh6lTW8laxlW7JP2J,https://open.spotify.com/track/1xOXXYh6lTW8laxlW7JP2J,68.0,[80],80.0,False,https://p.scdn.co/mp3-preview/0d962188f63647e5c11db8c2c9fdda0af7210f0d?cid=064f7f00e33f41f2ba917f2f07083867,previews/Only The Young.wav,Taylor Swift  Only The Young Featured in Miss Americana  Lyric Video.wav,159.0,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",0.579,0.872,0.0,-6.126,1.0,0.159,0.159,0.0,0.0935,0.761,76.214,4.0,Only The Young.json
Physical,Physical - Leo Zero Disco Remix,Dua Lipa,256970.0,4GOYwoPVqPapR9jz2EtvGo,spotify:track:4GOYwoPVqPapR9jz2EtvGo,https://open.spotify.com/track/4GOYwoPVqPapR9jz2EtvGo,0.0,"[93, 27]",60.0,False,https://p.scdn.co/mp3-preview/2e047d80d177a9756d69ff5d75e30f6899dd5757?cid=064f7f00e33f41f2ba917f2f07083867,previews/Physical.wav,Dua Lipa  Physical Lyrics.wav,230.0,"['dance pop', 'pop', 'uk pop']",0.704,0.72,9.0,-7.423,1.0,0.0381,0.000288,0.589,0.0536,0.905,136.999,4.0,Physical.json
Mahogany,Mahogany,Lil Wayne,177866.0,5f9JYuHSIHjp6rggue13RS,spotify:track:5f9JYuHSIHjp6rggue13RS,https://open.spotify.com/track/5f9JYuHSIHjp6rggue13RS,53.0,[91],91.0,True,,,Lil Wayne  Mahogany Lyric Video.wav,178.0,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.466,0.608,1.0,-4.8,0.0,0.45,0.0737,0.0,0.406,0.41,79.48,4.0,Mahogany.json
King Of My City,King Of My City,A Boogie Wit da Hoodie,148676.0,3o0nkjyy6eZL5lZcEpvJec,spotify:track:3o0nkjyy6eZL5lZcEpvJec,https://open.spotify.com/track/3o0nkjyy6eZL5lZcEpvJec,57.0,[86],86.0,True,https://p.scdn.co/mp3-preview/caf051d7c6127dcd0d87ebd512f86585695be254?cid=064f7f00e33f41f2ba917f2f07083867,previews/King Of My City.wav,A Boogie Wit da Hoodie  King of My City Lyrics.wav,149.0,"['melodic rap', 'rap', 'trap']",0.48,0.679,4.0,-6.776,0.0,0.264,0.452,0.0,0.152,0.29,81.186,5.0,King Of My City.json
Mama Mia,Mama Mia,Lil Wayne,225440.0,7K8vPC3GPWafq2zXHuUGXz,spotify:track:7K8vPC3GPWafq2zXHuUGXz,https://open.spotify.com/track/7K8vPC3GPWafq2zXHuUGXz,48.0,[91],91.0,True,,,Lil WayneMama Mia Lyrics.wav,231.0,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.711,0.639,5.0,-5.338,0.0,0.431,0.335,0.0,0.144,0.961,139.945,4.0,Mama Mia.json
Funeral,The Funeral,Lil Wayne,211197.0,1nU2ooQKyk4CsYJMBdIK4J,spotify:track:1nU2ooQKyk4CsYJMBdIK4J,https://open.spotify.com/track/1nU2ooQKyk4CsYJMBdIK4J,72.0,[76],76.0,True,,,Lil Wayne  Funeral Lyrics.wav,194.0,"['british indie rock', 'modern rock', 'pop', 'rock']",0.576,0.869,7.0,-4.339,1.0,0.0339,8.57e-05,7.1e-05,0.0573,0.746,92.538,4.0,Funeral.json
Get Me,You Get Me So High,Justin Bieber Featuring Kehlani,153000.0,7zwn1eykZtZ5LODrf7c0tS,spotify:track:7zwn1eykZtZ5LODrf7c0tS,https://open.spotify.com/track/7zwn1eykZtZ5LODrf7c0tS,83.0,[89],89.0,False,https://p.scdn.co/mp3-preview/930e23e01002bbdedd4fe13f992225f7a704f92c?cid=064f7f00e33f41f2ba917f2f07083867,previews/Get Me.wav,Justin Bieber  Get Me Lyrics feat Kehlani.wav,186.0,"['modern alternative rock', 'modern rock', 'pop']",0.551,0.881,7.0,-6.099,0.0,0.0542,0.186,0.0791,0.152,0.387,88.036,4.0,Get Me.json
Intentions,Intentions (feat. Quavo),Justin Bieber Featuring Quavo,212866.0,4umIPjkehX1r7uhmGvXiSV,spotify:track:4umIPjkehX1r7uhmGvXiSV,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,77.0,"[96, 83]",89.5,False,,,Justin Bieber  Intentions Lyrics ft Quavo.wav,213.0,"['canadian pop', 'pop', 'atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.806,0.546,9.0,-6.637,1.0,0.0575,0.3,0.0,0.102,0.874,147.986,4.0,Intentions.json
Yikes,Yikes,Nicki Minaj,156881.0,75dLEqanQTupF3dtP9exT5,spotify:track:75dLEqanQTupF3dtP9exT5,https://open.spotify.com/track/75dLEqanQTupF3dtP9exT5,67.0,[90],90.0,True,,,Nicki Minaj  Yikes Lyric Video.wav,157.0,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",0.911,0.637,8.0,-8.381,1.0,0.447,0.0409,3.68e-05,0.238,0.66,149.996,4.0,Yikes.json
Know Your Worth,Know Your Worth,Khalid x Disclosure,181436.0,0TrPqhAMoaKUFLR7iYDokf,spotify:track:0TrPqhAMoaKUFLR7iYDokf,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,75.0,"[90, 78]",84.0,False,https://p.scdn.co/mp3-preview/850bb9e347476a71c1b2337300848f0efdca87db?cid=064f7f00e33f41f2ba917f2f07083867,previews/Know Your Worth.wav,Khalid  Disclosure  Know Your Worth Lyrics.wav,183.0,"['pop', 'pop r&b', 'edm', 'house', 'uk dance']",0.79,0.694,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007,4.0,Know Your Worth.json
Blueberry Faygo,Blueberry Faygo,Lil Mosey,162546.0,6wJYhPfqk3KGhHRG76WzOh,spotify:track:6wJYhPfqk3KGhHRG76WzOh,https://open.spotify.com/track/6wJYhPfqk3KGhHRG76WzOh,76.0,[77],77.0,True,,,Lil Mosey  Blueberry Faygo Lyrics.wav,163.0,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",0.774,0.554,0.0,-7.909,1.0,0.0383,0.207,0.0,0.132,0.349,99.034,4.0,Blueberry Faygo.json
Run,Runaway,Joji,547733.0,3DK6m7It6Pw857FcQftMds,spotify:track:3DK6m7It6Pw857FcQftMds,https://open.spotify.com/track/3DK6m7It6Pw857FcQftMds,79.0,"[96, 78]",87.0,True,,,Joji  Run Lyrics.wav,195.0,"['chicago rap', 'rap', 'gangster rap', 'hip hop', 'pop rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']",0.374,0.568,1.0,-3.825,0.0,0.109,0.219,0.00219,0.513,0.111,84.733,4.0,Run.json
Rodeo,Rodeo,Lil Nas X & Cardi B Or Nas,158706.0,4ak7xjvBeBOcJGWFDX9w5n,spotify:track:4ak7xjvBeBOcJGWFDX9w5n,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n,71.0,"[89, 86]",87.5,True,https://p.scdn.co/mp3-preview/f9256b439d14d1f87fcd8b24b04a3861d174e906?cid=064f7f00e33f41f2ba917f2f07083867,previews/Rodeo.wav,Lil Nas X Cardi B  Rodeo Official Audio.wav,159.0,"['lgbtq+ hip hop', 'pop', 'dance pop', 'pop rap', 'rap']",0.706,0.679,9.0,-5.614,1.0,0.0324,0.139,6.98e-05,0.465,0.657,140.081,4.0,Rodeo.json
Loyal,LOYALTY. FEAT. RIHANNA.,PARTYNEXTDOOR Featuring Drake,227360.0,6SwRhMLwNqEi6alNPVG00n,spotify:track:6SwRhMLwNqEi6alNPVG00n,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,73.0,"[91, 92]",91.5,True,,,PARTYNEXTDOOR  Loyal feat Drake Official Audio.wav,198.0,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap', 'barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",0.658,0.535,9.0,-8.983,0.0,0.0573,0.0265,0.0,0.2,0.419,110.684,4.0,Loyal.json
